1.5063635,3.0001952,1.0518616,-0.049723577,-0.049761353
1.5059127,2.99993,1.051364,-0.049979321,-0.049543504
1.505465,2.9998493,1.0508171,-0.049950382,-0.049919007
1.5050668,2.9997542,1.0503376,-0.049959877,-0.049577015
1.5046354,3.0000235,1.0497108,-0.049949097,-0.049333255
1.5041828,3.0002879,1.0490586,-0.049697284,-0.0497062
1.5037474,3.0002876,1.0485049,-0.049768028,-0.049930164
1.5033093,3.000053,1.0480152,-0.049982243,-0.049972684
1.5029056,3.0000692,1.0474973,-0.049879945,-0.04983291
1.5024246,3.0000007,1.0469056,-0.049920436,-0.049999986
1.5020294,3.0001522,1.0463598,-0.049974639,-0.049938906
1.5015809,3.0002782,1.0457539,-0.049881807,-0.049813538
1.5011665,2.9994263,1.0454721,-0.049818973,-0.049806864
1.5007335,2.9995375,1.0448903,-0.049995444,-0.049919087
1.500309,3.0000785,1.0441963,-0.049926141,-0.049805995
1.4998458,2.9997971,1.043689,-0.049947748,-0.049722018
1.4994299,3.0001873,1.0430496,-0.049920944,-0.049975706
1.498985,3.0001048,1.042509,-0.049989835,-0.04980483
1.498571,3.0000959,1.0419866,-0.049994103,-0.049624856
1.4981445,2.9998965,1.0415029,-0.049869593,-0.049544816
1.4977137,2.9994591,1.0410819,-0.049892647,-0.049706532
1.4972919,3.0002462,1.0403227,-0.049999274,-0.049745497
1.4968638,3.0000795,1.0398281,-0.049851363,-0.049658814
1.4964375,2.9995245,1.0394465,-0.049874977,-0.049708897
1.4959856,2.9998188,1.0387904,-0.049958898,-0.049769715
1.495595,3.0002555,1.0381717,-0.049878642,-0.049787616
1.4951757,2.9999792,1.0377199,-0.049964717,-0.049315064
1.4947023,3.0002406,1.0370466,-0.049932215,-0.049671469
1.4942723,2.9998746,1.036607,-0.049985776,-0.049938728
1.4938758,3.0000801,1.0360474,-0.049962974,-0.049979622
1.4934539,3.0001316,1.0354995,-0.049913415,-0.049638286
1.4930306,2.9997503,1.0350728,-0.049873303,-0.049813659
1.4926041,2.999832,1.0345108,-0.049897748,-0.049875265
1.4921598,2.9997976,1.0339595,-0.049986679,-0.049318793
1.4917355,3.0002864,1.0332853,-0.049973599,-0.049711628
1.4913486,2.9995263,1.0330122,-0.049888027,-0.049511246
1.4909278,3.000043,1.0323349,-0.049752033,-0.0499686
1.4904975,2.9998631,1.031843,-0.04978693,-0.049940626
1.4900676,3.0000857,1.0312378,-0.049754825,-0.049897502
1.4896453,2.9999035,1.0307569,-0.049879198,-0.049910077
1.4892172,2.9993163,1.030383,-0.049846662,-0.049994755
1.4888193,2.9998967,1.0297177,-0.049792915,-0.049878302
1.4883762,2.9998924,1.0291606,-0.049961591,-0.049621861
1.4879473,2.9993352,1.0287775,-0.049943024,-0.049598367
1.4875484,3.0001879,1.0280349,-0.04992329,-0.049499718
1.4871003,2.9996498,1.0276224,-0.049973896,-0.049809186
1.4866968,3.0002661,1.0269412,-0.049820116,-0.049642527
1.4862798,3.0000435,1.0264791,-0.049896102,-0.049820192
1.4858613,2.9998457,1.0260083,-0.049955423,-0.049033159
1.4854531,3.0002478,1.0253821,-0.049765995,-0.049858847
1.4850181,3.0001031,1.0248758,-0.04999311,-0.049979533
1.4845911,2.9997951,1.0244257,-0.049960864,-0.049385493
1.4841978,3.0001065,1.0238442,-0.04994731,-0.049308296
1.4837699,2.9998985,1.0233649,-0.049987114,-0.048940308
1.4833365,2.9998539,1.0228331,-0.049939501,-0.049239881
1.4829273,3.0001556,1.022235,-0.04978304,-0.04951789
1.4825112,3.0001202,1.0217226,-0.049815781,-0.04994218
1.4821051,3.0001944,1.0211924,-0.049899978,-0.049872409
1.4816617,3.0002025,1.0206339,-0.049924344,-0.049966931
1.4812873,2.9995288,1.0203525,-0.049973568,-0.0497856
1.4808612,3.000058,1.0196704,-0.04981921,-0.049480237
1.4804515,3.0000543,1.019158,-0.049981368,-0.049089169
1.4800291,2.9998988,1.018672,-0.049967686,-0.048487277
1.4796037,3.0002516,1.0180408,-0.049991283,-0.049375043
1.4791932,3.0000853,1.017573,-0.04973232,-0.049471407
1.4787892,2.9997756,1.0171533,-0.049895926,-0.049960202
1.47837,3.0000889,1.0165413,-0.049780814,-0.04931131
1.4779674,3.0002926,1.015981,-0.049805758,-0.049412517
1.4775391,2.9993309,1.0157122,-0.049908313,-0.049425097
1.4771318,3.000017,1.0150122,-0.049959409,-0.049441172
1.4767026,2.9999286,1.0145,-0.04988429,-0.049679078
1.4762888,3.0001219,1.0139292,-0.049959912,-0.049670732
1.4758859,3.0002055,1.0134025,-0.049749923,-0.049551565
1.4754833,2.9992503,1.0131639,-0.049810345,-0.04988921
1.4750769,3.0001734,1.0124006,-0.049440233,-0.049911225
1.4746673,2.9995513,1.0120612,-0.049745701,-0.049885508
1.474282,2.9998513,1.0114972,-0.049176781,-0.0490913
1.4738585,2.9997406,1.0109991,-0.049761832,-0.0494188
1.4734609,2.9991336,1.0106705,-0.049828567,-0.046317346
1.4730627,2.997345,1.0106676,-0.04938344,-0.049609739
1.4726696,2.9988659,1.0097571,-0.049859568,-0.043866453
1.4722649,3.0001996,1.0088847,-0.048914124,-0.045790333
1.4718711,3.0002383,1.008383,-0.049583733,-0.042578448
1.4714692,2.9951549,1.0092836,-0.049982398,-0.04412283
1.4710496,2.9939703,1.0090871,-0.049878152,-0.046486458
1.47064,2.9974065,1.0076284,-0.049477727,-0.046832599
1.4702787,2.9985841,1.0068541,-0.049378248,-0.041345604
1.4698582,2.9961569,1.0069981,-0.049768862,-0.04163579
1.469451,2.9929457,1.0073753,-0.049611342,-0.046394012
1.4690748,2.9980461,1.0055027,-0.049604954,-0.040032278
1.4686935,2.9948934,1.0058945,-0.04967209,-0.038219375
1.4682886,2.9958899,1.0051162,-0.048572074,-0.041978874
1.4678465,2.9965953,1.0043721,-0.048845621,-0.043528395
1.4674759,2.9918524,1.0052141,-0.048550547,-0.045113501
1.4670906,3.000108,1.0024697,-0.048159724,-0.038874146
1.4667287,2.9997185,1.0021266,-0.049869342,-0.02825235
1.4662859,2.9933062,1.0033326,-0.048985198,-0.040199382
1.4659308,2.9999997,1.0010587,-0.049157579,-0.030070024
1.4655305,2.9980454,1.0010954,-0.049601352,-0.029780942
